amount,hour,weekday,velocity,merchant_freq,distance,price_z,fraud
5.02,3,5,8,0.15819889067812065,81.9002581928059,1.4950571005087483,0
40.86,11,5,10,0.06308640315551395,121.12733500832148,2.143267669799189,0
36.44,14,6,10,0.6077131017535979,15.337369930705215,0.37485851849408025,1
122.32,20,1,1,0.7950970018915556,95.94241019458711,-0.23033398281820905,0
22.85,4,0,9,0.5688676566282966,43.69143405735175,-1.4033335174913963,0
45.78,19,6,5,0.5161233302549014,89.14279311610767,-1.6334264141333268,0
58.99,18,5,8,0.5001325219071369,24.22276170658519,-0.7841243502435539,1
16.97,4,0,6,0.7522548702106384,53.07942130098374,-0.16060764766297317,0
7.39,19,2,1,0.0026851728365567817,76.56462944289271,0.1440852898989594,0
39.16,5,6,1,0.10411967332189043,11.817391025030375,-0.21510796165702686,0
8.02,6,6,2,0.8375229850931207,45.42517706290174,1.0466006735096083,0
2.85,4,1,8,0.9866499378872744,55.287659448790535,-0.0026993056880279085,0
42.13,18,2,3,0.5150728353212989,9.641777061626591,-1.542522799200047,0
103.88,7,6,5,0.5934223481317263,23.52705762085835,-0.2525391634244047,0
21.8,6,4,10,0.9088204145036505,56.522894062463195,-0.3271914516730222,0
64.22,13,6,2,0.0627206377708438,9.021305543659622,0.35580047285071753,1
2.29,16,6,8,0.0010938500190130762,20.945932996926445,-0.7465327338861677,1
10.48,7,4,7,0.058248953217652444,38.74442249533466,-0.09992455039733553,0
63.22,1,4,5,0.1970325182907663,25.086778254663656,-1.2026509236413396,0
1.14,5,3,6,0.9930023494596243,71.68788186198353,0.056121084498997297,0
27.55,18,6,8,0.8553107000763982,0.7734747706642224,-1.3702591672361808,1
10.6,0,4,3,0.27504156052130946,27.63303871970095,-2.299893925133775,0
46.92,5,4,4,0.8737277943465365,67.96725195498162,-1.0347534850962217,0
45.14,5,4,7,0.4866668373112577,5.726170796276591,0.5881254377843359,0
5.15,15,4,9,0.006178497042317654,59.201656022972685,0.5338016236216866,1
44.14,11,0,6,0.04869841469254932,20.161893735820698,0.2815994554479416,1
84.09,5,4,10,0.20723173945898743,53.015669520141984,0.14851419978409564,0
6.79,12,2,5,0.051963375560366676,7.764106596326172,-0.20163087609333646,0
10.26,5,4,7,0.988967848048869,23.03175613955184,0.30991277902974923,1
45.81,14,0,10,0.12625462440541035,83.59576710375359,-0.476337979978156,1
119.6,4,5,6,0.08730977274271456,23.00526312982559,0.31280223448239136,0
45.34,0,5,2,0.8440220318114748,73.62205879504106,-0.629752581048359,1
20.96,6,0,9,0.34164298985188535,16.935018461427298,-0.2529644419021095,1
164.55,9,4,2,0.5067852810847073,29.98611151179587,0.12179828728318678,0
6.9,13,5,8,0.5348177219877768,43.85102126037091,-0.6717295949084225,0
37.13,13,6,5,0.1446451796287429,18.311408671677896,0.020095519299212498,0
33.43,21,0,7,0.9806775911004133,72.02781585189877,-1.2304609766771613,0
9.59,5,0,8,0.7317220465074955,60.72611956546858,-0.1467384738096861,0
157.75,17,5,3,0.3969829654599185,48.14788441746414,0.08901626513779613,0
3.61,6,1,6,0.5890309543734041,36.99512306973298,0.1933796709802697,0
13.53,16,3,7,0.2308178702630146,91.40854141262159,-1.093029802291012,0
44.5,18,3,4,0.5595634012252069,1.7678474493067355,2.186657174984572,0
25.67,10,3,3,0.18933411705902226,42.601032255524004,0.37445660031479155,0
44.69,21,0,2,0.23283451631011443,11.812155822365405,0.13833598534475122,0
13.21,13,0,1,0.8100864997789201,61.02397817469608,-0.057134987434740006,0
76.65,18,4,8,0.6267281494908461,14.561410006998692,1.3838669822341836,0
122.12,22,2,6,0.004499471645552644,76.39583366249312,-0.3196991117913211,0
130.96,11,0,1,0.5060235681379925,28.271654364176143,0.2534435965773559,0
26.07,16,4,10,0.3877336534299779,11.478284117963561,-1.2151084709954234,0
23.75,13,4,4,0.9929965412922241,16.819628115679365,0.2018601686274757,0
39.69,19,1,3,0.7727257833664707,100.84885596165942,1.4299724687001991,0
4.8,11,5,10,0.6254980958349996,34.550617445543594,1.23357519440741,1
23.66,13,5,6,0.5907481325658883,98.46462493545994,-0.8636402383068842,0
16.57,19,4,1,0.20312969189028185,47.39645206863421,-1.39330753080651,0
62.1,0,6,8,0.885736337995676,23.977228305173128,-1.2285299286227105,0
21.86,15,0,9,0.5870148042159387,61.02138156905092,-0.5721929702271202,0
46.35,13,5,3,0.17424497519655813,77.73660970287355,0.183373853694849,0
26.55,0,5,8,0.37317227979054,21.273630966260512,0.14697757094676842,0
80.67,11,1,10,0.22683902755885055,12.24641775744874,0.2118736875803223,0
6.25,15,0,8,0.12225400176535495,72.92636053737704,1.9777628387016453,1
70.96,2,0,3,0.5636712569691615,102.31842868907064,-1.4713064789528745,0
91.01,11,0,2,0.7711295011913674,95.42923778617323,-0.49390635227836877,0
19.13,2,6,9,0.8974756404443436,47.807131537119744,-0.6349274662743435,0
15.53,21,1,5,0.9282604575334789,84.58671568299846,0.16346226448985973,0
44.31,6,1,5,0.7511862123379801,45.71504059322915,-0.26485047105570225,0
32.7,7,1,5,0.17636904332688808,69.80283203679937,1.897514248563156,0
32.0,13,5,7,0.12209208314840947,21.069252836610993,0.8661257501897625,0
22.58,0,4,3,0.9876417729246615,118.90585091114767,0.06552493813980921,0
67.99,19,0,1,0.45129607156061735,22.115129571583935,1.2246521738947307,0
5.67,13,4,4,0.24522000953091772,25.890859593654437,-0.14665477537045793,0
56.75,9,5,9,0.1900563853012277,8.751789102817057,0.42642111026439733,0
282.35,11,4,6,0.615566292412098,65.07628650503796,-1.1742252507273045,0
11.98,18,0,3,0.8307326385680013,25.221178258434136,-0.18925139417051826,0
41.58,10,0,3,0.3067470923792216,24.3941075637131,-0.3808588654443987,0
3.74,3,6,8,0.6961119556782911,5.336873072208888,-0.6293530494511855,0
9.24,19,2,5,0.9379276250983024,73.16024329914231,0.7989845967542066,0
7.93,23,4,6,0.06332667102211709,62.27625841573939,0.25411052058141714,1
40.22,21,3,1,0.08113983483278431,9.159779954796925,0.004360634857650034,0
44.66,10,0,6,0.37700452617860714,78.55204580133318,0.1944554053578357,0
114.06,21,0,8,0.7176791520842769,7.648005042517276,0.9702305767630622,0
17.77,23,1,9,0.7196835554797342,62.281182319559505,0.5338875475630498,0
10.97,6,2,10,0.11415072297456297,54.64024286356316,-0.3549048308566963,1
1.46,15,4,4,0.9882283134751744,64.73628433012931,-0.6208227327942556,0
21.12,20,1,2,0.18981433352516242,27.157317188652108,0.4897797939446268,0
3.08,5,2,8,0.6466506043462058,70.2441810333572,0.0812113067789928,0
32.09,21,1,5,0.35481303875190606,53.18472499783368,-0.9132850503189289,0
2.5,5,3,5,0.7878787524026827,63.31038295393697,0.22386014980013838,0
32.66,20,1,9,0.1943231489894902,37.07085346950015,-2.0872494079379207,1
25.96,1,6,4,0.19910768494963904,16.485112221093615,1.7749187022667516,0
15.14,17,1,10,0.7788256172440289,73.44270577896026,-0.3290726072706553,0
2.1,0,2,9,0.9349707665323785,111.83979287630083,-1.5425914054469532,0
127.3,4,4,6,0.7445596455107281,143.11311803328414,1.348531341541273,0
11.59,5,5,8,0.15627520664601047,14.208209202841545,-0.8140643695872243,0
6.06,16,3,4,0.39256977804949045,0.9034172000823482,-0.0070976187425088495,0
0.24,5,6,1,0.8752673970003729,45.65745493874894,-0.9461837690630556,0
93.97,8,2,7,0.6025629785381147,16.234552672237484,-0.8806728498244681,1
16.85,12,4,4,0.24262998060572927,156.56254671205335,-0.4403104072815362,0
23.1,14,4,6,0.019912058402523858,47.77079230865587,-1.9913829467492603,0
74.86,12,6,8,0.4799559466454836,67.3643068303359,0.24968183222630697,0
50.9,9,3,7,0.011083733276133101,91.04222439059579,0.8015351473726288,0
12.13,0,3,1,0.3682319104550317,18.869048865539824,-0.06668636820840704,0
59.45,22,4,3,0.6729306310231029,46.04523515465853,-0.5376880790368777,0
74.03,0,1,5,0.26023466005983875,67.61328992526298,-0.5981087928812836,0
24.6,0,4,2,0.25973437694123214,72.25305595011962,-2.1187809896818814,0
19.64,10,1,8,0.724556241710745,29.855124625188186,0.4742724242164801,1
7.15,21,4,7,0.2880698338126858,145.83076272260163,0.9345933743906167,0
52.78,4,5,10,0.9595371913157283,119.17102732056333,0.009386593360053562,0
24.79,10,3,7,0.6504626434268231,16.945572637776877,0.47408954844930307,0
1.14,20,1,6,0.9927814960323312,18.293840273363905,-0.20729604645937785,0
17.66,19,1,1,0.3808453126323973,0.7904666721811893,1.1353592826884078,0
98.74,10,1,7,0.2933659029514407,21.189154100702265,-0.8016984440207983,0
22.61,6,0,5,0.9363444155876793,22.262086219749847,0.8505634660816076,0
29.69,5,2,10,0.9433946863255787,42.29692497717079,-0.4716152904659535,0
3.69,6,6,2,0.018940585947753497,133.09312171997584,0.18484960349475593,0
10.24,3,4,6,0.9967730751775546,28.866107907851926,-0.5221971198849417,1
70.21,11,6,4,0.2896828569409905,79.60614290180595,0.6215236324611388,0
52.05,18,3,6,0.11655011463857912,75.89194734228118,-0.6923405468059121,0
32.36,8,3,3,0.543752834786831,93.32844407990665,0.1270811991651724,0
2.62,22,2,1,0.10760622755752391,45.794399214344516,1.1787583255247547,0
6.05,7,6,3,0.4255986313517681,72.72610638855457,2.921005626781569,0
39.26,4,2,6,0.3337736974564124,19.345540817519794,-1.6890427083734532,0
0.45,17,3,9,0.15793455638498877,88.6389527497729,-0.7833874336168248,1
105.7,21,6,3,0.7450902424707075,21.07697563743052,1.8199996597500139,0
43.6,20,1,2,0.5945366980622337,121.8350587836141,-0.3041382898582861,0
23.89,15,5,8,0.05489728458596099,8.801549516402481,-1.2566652631435953,0
32.72,13,2,3,0.7502859898792568,16.166706278879968,-1.5067953650174828,0
6.16,22,6,5,0.6063519337658506,57.29336737982355,-1.1713749378954361,0
23.84,20,6,8,0.882729126643404,35.88973648435375,-0.9503709220110452,0
4.78,18,6,4,0.8218835270111259,44.494742115343016,-0.23824986517948502,1
39.97,15,5,2,0.04912762944012894,23.351333759437857,-0.4017887374710567,0
169.13,23,0,4,0.9461991313375817,88.78426011374785,-0.22819691062835717,0
26.31,4,1,2,0.46973030881708133,22.142744717598944,0.07037116166220786,0
22.24,10,2,3,0.03990529738626836,58.04003808910708,0.511564145515754,0
16.12,10,3,2,0.22019726580476318,1.0167568334896089,-0.9988178726994261,0
11.93,11,4,8,0.772333879983757,58.30575706969327,1.6087037705798108,0
0.11,11,4,5,0.6221031668985699,2.484145356172739,0.23824984802976953,0
16.62,4,1,1,0.20725435429090677,7.4746412649053084,-1.0372849327172728,0
6.37,15,2,3,0.31221872649608173,79.9584734978641,-0.4779771650601729,0
25.23,2,6,2,0.15468892647583776,61.62333006804918,0.5048972474346438,0
42.66,2,5,2,0.49227831684015677,92.9134595637353,-0.7601770529599696,0
12.26,10,4,3,0.15165937909031435,107.04300020199135,-0.11748359241649915,0
37.2,21,1,9,0.26552729053908986,81.90044994764135,-0.5438103552826137,0
13.92,8,2,7,0.26705040121885004,52.2843541702038,1.0599083787655286,1
26.39,6,5,6,0.4260260067768179,110.97429387389526,1.5525499715184687,1
47.81,1,3,6,0.03763531866565051,38.16885975733618,-0.3193346431278959,1
1.66,20,2,4,0.5923048781651238,70.97916966150441,-1.0646458174868874,0
7.08,12,2,1,0.14546601336080722,101.80703480451211,0.8264079849231614,0
94.46,11,2,1,0.896285270726496,26.282107918435532,-0.448546572863231,0
22.98,12,6,2,0.5166724588286011,70.23852339759024,1.0697146756010318,0
36.19,17,2,3,0.671065340097305,48.37207849989675,1.1823877996279575,1
49.23,5,5,2,0.34750074387348395,38.20410485860239,-0.21139075976220248,0
13.55,5,4,7,0.47665569869883706,22.86533591646118,0.6988208614532024,0
63.02,23,0,9,0.1816925996659038,45.4701734074177,0.5034356763712761,0
8.28,21,2,6,0.08276877587131826,36.75092915840886,-0.6772123967645584,0
69.87,16,2,2,0.9748346102593931,15.839650020550495,-1.346569947007838,0
8.01,4,5,4,0.2912929251826255,18.39822815302086,-0.5708985833554872,0
51.04,19,4,1,0.5900762852541345,22.20357220026511,-0.44707573547757445,0
67.07,6,0,5,0.9119759444392218,73.46290511862458,0.26908732539156693,0
3.74,13,6,1,0.7289252184929994,83.2383038885859,0.2656796597398521,0
21.59,18,0,4,0.17268801803768763,11.25665923342055,0.6441018316494872,0
19.12,14,0,8,0.7074236213540701,131.50927319930082,-0.0580778597461159,1
79.8,14,5,6,0.8416273692680251,54.77246635228075,-0.8785995775171819,0
5.13,2,5,2,0.35204733800982957,56.39802795847643,1.196615940294369,0
11.1,11,2,9,0.7160098043857442,17.69688687362649,0.3197695178839662,1
30.15,4,3,7,0.3635874431038405,13.837403963936286,0.8364171996144163,0
32.78,14,0,10,0.6248011909968069,45.990554205616476,-0.09575942377311494,1
86.49,19,0,4,0.21580977146843605,52.32727338183089,0.21925133786134604,0
58.57,16,6,5,0.48623710470277004,23.1435075356556,-0.7725596428345287,0
16.27,14,4,2,0.17124739115001653,28.85032039051145,-0.7235787677953045,0
45.09,15,3,5,0.09681366244600165,49.95589288774768,-0.9692796844994912,0
36.28,4,0,6,0.47012720975847666,179.71708249671434,-1.016345027853306,0
35.75,14,4,5,0.5038584751086059,4.267697852574905,-0.009371015657655888,0
2.83,20,4,3,0.8171237941012045,7.886944171155257,-0.528031038309368,0
10.43,23,4,1,0.6147838389825356,11.673606185699377,1.7836138604172123,0
18.54,0,1,8,0.552103541525111,18.740446136289815,0.5359605713025235,0
20.44,20,1,8,0.6620455962268814,143.34950405416208,-0.5571736473516252,0
50.68,6,6,6,0.6108049394653299,84.72122410895699,0.7047299878773654,0
57.69,18,4,8,0.057676187296632375,51.033266138290536,0.42056323992224554,0
72.16,13,6,10,0.6447081463035754,5.467206260623804,-0.14464884487501573,1
6.59,17,4,7,0.8409531391991281,9.921952829203828,0.38043629089764297,1
9.98,8,2,7,0.008308917995398568,45.19506924430493,0.26544531664020393,0
100.55,4,0,8,0.46707095916457764,81.19939647586581,-0.9168022068475559,0
16.97,13,1,7,0.6808644676018809,0.7861396498706483,-0.45531006448704564,1
44.67,11,3,4,0.49213675027963055,12.824097645643466,-1.2850392998946945,0
5.06,5,3,3,0.9019068149113504,46.68553977179616,-1.5853547291633496,0
47.24,4,5,3,0.7985894858454711,103.21672658106858,-1.5121498750035163,0
64.1,13,4,3,0.7968187100376816,11.288754433645565,1.1853015741329556,0
31.34,9,5,8,0.5678673270166565,80.70185778401552,-1.1041448613647833,1
17.75,5,5,3,0.14936517434461305,87.65882535770815,0.9462161085006077,0
35.74,15,2,9,0.05199196907531456,38.687626657512695,-0.10696779019693699,0
44.19,13,5,5,0.5062374149769737,6.2164184592146015,2.3681742572491262,0
37.11,9,6,8,0.6540037915770303,68.53051986571165,1.0521339041304034,0
61.26,1,1,3,0.40109710846403823,23.352456021570433,-0.4353702833120654,1
0.21,16,0,1,0.037682600406946376,29.009312539339383,-0.16012089817320405,0
56.88,17,3,9,0.9048711758843246,66.99689322913167,0.29068327448119113,0
31.33,5,0,5,0.8921933960792633,105.57723206724293,-0.6036919349060923,0
28.01,4,0,3,0.3930367920821608,91.29977821637578,-0.23156728153226636,0
17.17,3,6,7,0.9884208558937212,45.32901557501167,2.323420342192992,0
29.17,12,0,10,0.9281379459573702,8.973585201079544,-1.080012119510054,0
10.2,18,0,8,0.06520080036871445,106.78215636120309,0.8185031274450913,0
30.48,5,2,1,0.9385827923345483,78.59240692762452,-1.7807861911015639,0
12.75,16,6,4,0.6322540932870658,15.000433707790904,0.15431341952113062,0
13.1,22,2,1,0.6544685657957688,14.392730461847549,0.8413450421994978,0
14.19,21,1,6,0.60356539127602,51.21588875593311,0.9566640330590598,1
122.66,23,1,6,0.3513372249332388,11.084117603208512,-0.6512557555067473,0
8.72,12,5,5,0.9047285216367924,25.655005977726027,0.2850415755592222,0
53.76,7,2,1,0.42369945244299667,50.35881564765764,-0.958439524293196,1
33.79,2,1,4,0.16559877840545723,22.913358882954476,-0.7505142329645123,0
9.98,9,3,10,0.15385409130467032,50.50936647772038,0.35303653126499934,0
46.31,21,4,1,0.846201881251132,30.925505286838785,-0.06911593828755282,0
60.61,14,1,7,0.16430585093339733,90.55507677538624,0.4642454296162541,0
17.15,0,4,5,0.207523460083473,47.38880137218095,-0.1668594631696677,0
47.21,3,2,6,0.8497530422780157,116.68600232278146,-0.060639440051241604,0
10.02,7,5,1,0.9160396232526098,85.2323157742226,-0.16622631409021613,0
115.21,5,1,8,0.3722849705116338,24.70413851314978,-2.0953757346435102,0
0.94,22,6,6,0.5141867105365757,149.22806296463477,0.09096582384512504,1
0.95,0,5,7,0.07834331522055327,5.746110911516194,-0.5409668942371797,0
42.74,21,1,10,0.7288376140531961,60.937144697841674,1.8411737620887185,0
98.14,1,0,8,0.3115711087716323,64.86703454919302,-0.7901857089511978,0
4.23,0,2,8,0.05222348295335222,27.809254612285976,0.8782366466786251,1
52.56,5,6,9,0.12596595884876216,23.376350480715814,-1.131345104686283,0
26.14,17,1,8,0.5352884986212639,2.97522887392676,-0.23648291738828883,0
49.92,19,4,1,0.04838575447734772,41.7449730108405,-1.0912271486042222,0
35.1,14,5,1,0.996806984643286,17.536242457623317,-0.05897685061917804,1
13.03,22,0,10,0.5069397340812383,15.471134681268513,0.0008326820648496846,0
72.73,9,6,1,0.6909746176220664,1.184280948979655,0.5567067981073416,0
63.3,10,2,10,0.866849172321464,39.59486069766082,1.6129585121027812,0
79.02,21,6,1,0.46524650437090187,26.266325264868474,-1.2377154207316037,0
29.58,13,3,8,0.6471207086314136,5.992205720760531,-2.219801767233216,0
1.46,21,0,6,0.6984990784894994,48.48068366987444,-0.8963168979900846,0
13.76,3,6,9,0.623502532568502,17.288864398125952,-1.2954558697561915,0
12.77,15,4,7,0.9955577302599562,99.93039339831884,-1.0434371691073454,1
36.94,2,1,10,0.6040628178106814,73.56153101873939,0.36326187972996365,0
104.24,7,0,4,0.046890524652249965,18.810099383318256,1.7893194462106865,0
5.81,1,0,2,0.908887634623838,31.455665828079063,-1.8589439205679195,0
29.66,17,0,9,0.0496517396323517,7.555456882627119,-0.3611799087207486,0
27.68,19,0,1,0.3206395987195967,52.6863636609927,-0.5121323705951574,0
44.38,0,3,9,0.45057015224388064,16.51056592521445,1.1688251721165486,0
18.9,23,0,5,0.6769993397576425,31.752189020794628,-0.2481411435432927,0
28.35,23,5,4,0.9373712938939779,32.929825276115636,0.42936235181549737,0
23.96,7,6,2,0.05138163199407231,16.23051056492026,0.37136727169900247,0
76.63,4,6,6,0.047679818122609796,9.276464934808285,-2.2324296725983763,1
4.62,23,4,1,0.6006247575142327,85.02482520168597,0.1300732766799129,0
46.33,17,6,8,0.5390341628322335,27.12233997086652,0.2386452728365505,0
47.61,17,2,10,0.8723750377138734,72.53760476295766,0.06280733330526647,0
26.95,1,2,6,0.9604778714052693,34.737000926002395,0.9924753031752009,0
113.63,12,6,9,0.6698204826025096,63.50266493324279,-0.7834398922066899,0
36.64,18,6,3,0.3846389798427351,18.851804180684002,0.8701951841181267,0
41.59,22,3,3,0.013262537017337483,49.1811676901233,1.1370271473157245,0
35.58,7,5,7,0.03244256187012462,42.46818771842863,-0.13758162403320093,0
118.69,11,6,7,0.9834650695424033,62.18426112565878,1.3987547346021907,0
2.92,19,5,9,0.16964704123132535,60.07534934605914,0.07667345700513667,0
25.51,2,0,10,0.4453244358274132,42.974196891287434,-0.1466922478952924,1
15.34,8,2,5,0.3202441383291835,17.086736457257658,-0.9749790868800917,0
73.74,22,0,5,0.23445984822181254,3.551977945242747,0.4586871396221464,0
66.44,0,2,8,0.3437005246062552,41.03964275840364,0.5254547174941501,1
35.17,15,6,9,0.5032376910531258,50.625058420822555,-0.860256630377853,0
77.82,15,4,9,0.8627189592781574,55.03131247754057,0.8268319061735458,0
1.54,19,2,10,0.9636789694956434,46.41864518766994,-1.1240751908912903,1
12.54,1,0,3,0.2196002067281514,104.03794172552955,-1.3387855497229706,0
47.07,7,1,7,0.3160489647580329,32.1149092782275,-1.143296669817453,0
0.57,22,4,5,0.019262756362847022,21.69148844022807,-1.3504655685479416,0
37.26,14,3,4,0.7155283036441847,16.071689550795554,-0.37771847364432276,0
34.21,22,4,2,0.9286449771790963,10.60002823985213,0.5354179302012988,0
1.86,7,4,9,0.20376193842271095,106.45714930525756,1.1364974913333463,0
29.88,11,5,4,0.12028397391449475,15.241373861925846,0.6857991823707614,1
4.31,8,4,2,0.35251308648906543,73.92245845411114,-2.6264783815517365,0
12.35,22,1,10,0.4522575925843805,99.80069958886176,-0.744607108450433,1
114.27,5,1,1,0.3905303071299844,56.68336922365471,0.2863538849447283,0
69.83,11,6,2,0.01068758806802661,25.245190307843316,0.9582659518225894,0
27.76,14,2,7,0.8629621986639784,12.466800273010662,-0.604485598867135,0
14.43,0,5,1,0.1065051023745307,31.233341444633705,0.8162215274191565,0
11.15,4,2,3,0.3695935632128031,5.122674123105881,0.0335915857469101,0
35.47,7,2,8,0.04086601640971499,76.38656475920789,-0.16089309971912588,1
30.54,8,5,6,0.6225445542596714,43.141486119436536,0.8377077455624435,0
43.11,14,0,3,0.4457643517323575,22.39255142191447,-0.2076474357025079,0
153.95,20,4,2,0.21994174283137546,9.130860165243533,-1.893567370061438,0
45.07,14,2,2,0.548246858695015,14.646876507121455,-1.437941237367374,0
28.44,4,2,5,0.37132476823596816,6.048768276904774,0.8222753672095211,0
24.77,3,4,2,0.41388520005454965,11.117442271905325,0.01740599107977123,0
10.36,23,2,4,0.023226777424574685,127.54327028145757,1.4338521464291838,1
77.31,7,2,9,0.048503242180828576,57.80054304823502,-0.07327509971764362,0
46.86,22,0,7,0.5781059419820161,40.54163351170147,0.5814450527328381,0
4.78,16,5,10,0.8062524817205969,61.74007368591206,0.18164639311719877,0
23.8,6,4,7,0.3232820489424346,9.732639971374567,0.22477199183033897,0
49.68,12,3,7,0.7335878029964266,37.61108541617302,0.5266832189501106,0
15.8,12,3,2,0.1796355246153829,52.343850930322205,-0.689841648912977,0
24.32,14,3,4,0.9063427549454521,11.643928114414159,-0.2982438096623085,0
28.55,13,5,1,0.31867556337445524,26.37556396444591,1.6892534610700503,0
132.28,5,2,7,0.7560146681844219,16.519545654835653,-0.19483234155339801,1
15.56,20,0,5,0.6714115466613925,110.37784581518679,-0.18618010389856401,0
31.77,16,6,6,0.8232884227092149,5.690973905619963,0.7914241984934819,0
11.64,16,3,3,0.8052787844944982,40.855314582388985,0.15694100971660238,0
16.56,23,6,3,0.2938876932796961,51.6177103781493,0.4483179140049043,0
159.74,11,1,6,0.3991944017647764,34.86117401448264,-0.03361044543663159,1
3.87,4,5,1,0.1271172145282654,22.953512405838538,-0.21977162526112612,0
1.32,4,4,1,0.9446021192092764,17.016288888415655,0.14548008984824592,1
6.94,17,2,10,0.5370506108205931,50.67919378439177,0.06493903985386057,0
23.16,8,2,7,0.1257643409195548,30.469445629754503,0.9573368314853564,0
95.88,9,6,10,0.7955065669090272,27.864635429466162,-0.14148854634529637,1
209.12,8,4,9,0.004381429353630506,1.3026691261524164,-0.20356111726944082,1
50.67,4,4,4,0.5640652095184564,45.75245206681494,0.0048220449778242636,0
29.42,3,4,5,0.6861833045026504,24.400542146158195,0.7559985328864516,0
49.64,8,6,2,0.7960702143325284,78.888649881997,-0.5365513035792071,0
12.76,17,0,1,0.41990695900095587,62.625870463844905,-0.2743730229721159,0
1.91,11,0,1,0.9682541104271154,1.582209310385828,2.1111326415915403,0
55.68,1,3,2,0.30841677575233384,27.127337107354,-0.771291977056654,0
14.31,8,0,9,0.7634173651815309,82.01647750121876,0.001877108734427496,1
229.82,17,6,5,0.31136266453104766,60.50441485658314,0.8758443038078328,0
43.78,14,5,6,0.7141033858371688,3.6905103432428277,0.92129031622137,1
0.22,11,2,4,0.7190863610475239,26.330524442007174,-0.021741076742168342,0
15.6,11,5,6,0.6211109990140478,28.32584000788188,-1.0039660294753001,0
300.08,20,2,2,0.5077161448683878,77.37420321256805,1.0325287186990035,0
29.12,13,2,8,0.7385081167425376,16.245983128335972,-1.1819416372011753,0
54.12,21,0,10,0.6090422490956646,36.09746936271595,-0.2938436233645913,1
138.98,8,3,3,0.6559259112536872,49.8119796939108,-0.16145825454501972,0
28.76,12,6,1,0.8120206104719727,80.19171828234718,-0.4884797331507149,0
96.56,4,4,6,0.6986827251202072,32.41390980233372,0.8573133125086696,1
23.2,17,4,8,0.9890523341954812,52.992491440549514,0.6527338318137241,0
8.85,5,5,3,0.9991404483789444,68.55954932662252,0.16293593590911537,0
49.58,16,2,10,0.011806349577777597,23.69497227780885,0.5489513671216637,0
100.39,14,0,10,0.2549530517286501,90.74374922465209,-2.7960667180332752,0
23.14,0,5,9,0.9588865207627091,27.121202107567917,-0.3556203095450096,0
13.97,13,6,5,0.5047964309481917,52.887156404547,-1.5272014795609978,0
